Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P05316	FUR4_YEAST	reviewed	Uracil permease	FUR4 YBR021W YBR0303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
P09958	FURIN_HUMAN	reviewed	Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE)	FURIN FUR PACE PCSK3	Homo sapiens (Human)	794
P23188	FURIN_MOUSE	reviewed	Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE) (Prohormone convertase 3)	Furin Fur Pcsk3	Mus musculus (Mouse)	793
Q9Z0U4	GABR1_RAT	reviewed	Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1)	Gabbr1	Rattus norvegicus (Rat)	991
Q95254	GHSR_PIG	reviewed	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	GHSR	Sus scrofa (Pig)	366
A5A4L1	GHSR_MUSPF	reviewed	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	GHSR	Mustela putorius furo (European domestic ferret) (Mustela furo)	366
Q99P50	GHSR_MOUSE	reviewed	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	Ghsr	Mus musculus (Mouse)	364
O08725	GHSR_RAT	reviewed	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	Ghsr	Rattus norvegicus (Rat)	364
A5A4K9	GHSR_RABIT	reviewed	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	GHSR	Oryctolagus cuniculus (Rabbit)	366
Q92847	GHSR_HUMAN	reviewed	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	GHSR	Homo sapiens (Human)	366
P35803	GPM6B_MOUSE	reviewed	Neuronal membrane glycoprotein M6-b (M6b)	Gpm6b M6b	Mus musculus (Mouse)	328
Q5R603	GPM6B_PONAB	reviewed	Neuronal membrane glycoprotein M6-b (M6b)	GPM6B M6B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	265
Q9JJK1	GPM6B_RAT	reviewed	Neuronal membrane glycoprotein M6-b (M6b) (Rhombencephalic expression protein-29 kDa) (Rhombex-29)	Gpm6b M6b rhombex-29	Rattus norvegicus (Rat)	265
Q13491	GPM6B_HUMAN	reviewed	Neuronal membrane glycoprotein M6-b (M6b)	GPM6B M6B	Homo sapiens (Human)	265
P91685	GRM_DROME	reviewed	Metabotropic glutamate receptor (DmGluRA)	mGluR Glu-RA GluRA mGluRA CG11144	Drosophila melanogaster (Fruit fly)	976
P11166	GTR1_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)	SLC2A1 GLUT1	Homo sapiens (Human)	492
P17809	GTR1_MOUSE	reviewed	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (GT1)	Slc2a1 Glut-1 Glut1	Mus musculus (Mouse)	492
Q07647	GTR3_RAT	reviewed	Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)	Slc2a3 Glut-3 Glut3	Rattus norvegicus (Rat)	493
P11167	GTR1_RAT	reviewed	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1)	Slc2a1 Glut-1 Glut1	Rattus norvegicus (Rat)	492
O02100	HOP1_CAEEL	reviewed	Presenilin hop-1	hop-1 C18E3.8	Caenorhabditis elegans	358
P08069	IGF1R_HUMAN	reviewed	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	IGF1R	Homo sapiens (Human)	1367
Q60751	IGF1R_MOUSE	reviewed	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	Igf1r	Mus musculus (Mouse)	1373
P24062	IGF1R_RAT	reviewed	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	Igf1r	Rattus norvegicus (Rat)	1370
P06213	INSR_HUMAN	reviewed	Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta]	INSR	Homo sapiens (Human)	1382
P15208	INSR_MOUSE	reviewed	Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta]	Insr	Mus musculus (Mouse)	1372
Q3V3R4	ITA1_MOUSE	reviewed	Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)	Itga1	Mus musculus (Mouse)	1179
P56199	ITA1_HUMAN	reviewed	Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)	ITGA1	Homo sapiens (Human)	1179
P18614	ITA1_RAT	reviewed	Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)	Itga1	Rattus norvegicus (Rat)	1180
P05556	ITB1_HUMAN	reviewed	Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29)	ITGB1 FNRB MDF2 MSK12	Homo sapiens (Human)	798
P09055	ITB1_MOUSE	reviewed	Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29)	Itgb1	Mus musculus (Mouse)	798
P11835	ITB2_MOUSE	reviewed	Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)	Itgb2	Mus musculus (Mouse)	771
P49134	ITB1_RAT	reviewed	Integrin beta-1 (Beta oligodendroglia) (Beta OL) (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29)	Itgb1	Rattus norvegicus (Rat)	799
P29994	ITPR1_RAT	reviewed	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP-3-R) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)	Itpr1 Insp3r	Rattus norvegicus (Rat)	2750
Q28204	KCMA1_BOVIN	reviewed	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (bSlo)	KCNMA1 KCNMA	Bos taurus (Bovine)	1166
Q12791	KCMA1_HUMAN	reviewed	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)	KCNMA1 KCNMA SLO	Homo sapiens (Human)	1236
P22001	KCNA3_HUMAN	reviewed	Potassium voltage-gated channel subfamily A member 3 (HGK5) (HLK3) (HPCN3) (Voltage-gated K(+) channel HuKIII) (Voltage-gated potassium channel subunit Kv1.3)	KCNA3 HGK5	Homo sapiens (Human)	575
P16390	KCNA3_MOUSE	reviewed	Potassium voltage-gated channel subfamily A member 3 (MK3) (Voltage-gated potassium channel subunit Kv1.3)	Kcna3	Mus musculus (Mouse)	528
P15384	KCNA3_RAT	reviewed	Potassium voltage-gated channel subfamily A member 3 (RCK3) (RGK5) (Voltage-gated potassium channel subunit Kv1.3) (Voltage-gated potassium channel subunit Kv3)	Kcna3	Rattus norvegicus (Rat)	525
P79197	KCNA5_MUSPF	reviewed	Potassium voltage-gated channel subfamily A member 5 (Voltage-gated potassium channel subunit Kv1.5)	KCNA5	Mustela putorius furo (European domestic ferret) (Mustela furo)	601
P19024	KCNA5_RAT	reviewed	Potassium voltage-gated channel subfamily A member 5 (RCK7) (RK4) (Voltage-gated potassium channel subunit Kv1.5)	Kcna5	Rattus norvegicus (Rat)	602
Q61762	KCNA5_MOUSE	reviewed	Potassium voltage-gated channel subfamily A member 5 (Voltage-gated potassium channel subunit Kv1.5) (KV1-5)	Kcna5	Mus musculus (Mouse)	602
P50638	KCNA5_RABIT	reviewed	Potassium voltage-gated channel subfamily A member 5 (Voltage-gated potassium channel subunit Kv1.5)	KCNA5	Oryctolagus cuniculus (Rabbit)	598
P22460	KCNA5_HUMAN	reviewed	Potassium voltage-gated channel subfamily A member 5 (HPCN1) (Voltage-gated potassium channel HK2) (Voltage-gated potassium channel subunit Kv1.5)	KCNA5	Homo sapiens (Human)	613
O89109	KCNN4_MOUSE	reviewed	Intermediate conductance calcium-activated potassium channel protein 4 (SK4) (SKCa 4) (SKCa4) (IK1) (KCa3.1) (KCa4)	Kcnn4	Mus musculus (Mouse)	425
Q9QYW1	KCNN4_RAT	reviewed	Intermediate conductance calcium-activated potassium channel protein 4 (SK4) (SKCa 4) (SKCa4) (IK1) (KCa3.1) (KCa4)	Kcnn4 Ik1 Sk4 Smik	Rattus norvegicus (Rat)	425
O15554	KCNN4_HUMAN	reviewed	Intermediate conductance calcium-activated potassium channel protein 4 (SK4) (SKCa 4) (SKCa4) (IKCa1) (IK1) (KCa3.1) (KCa4) (Putative Gardos channel)	KCNN4 IK1 IKCA1 KCA4 SK4	Homo sapiens (Human)	427
Q6X936	KIRR1_RAT	reviewed	Kin of IRRE-like protein 1 (Kin of irregular chiasm-like protein 1) (Nephrin-like protein 1)	Kirrel Kirrel1 Neph1	Rattus norvegicus (Rat)	789
Q05695	L1CAM_RAT	reviewed	Neural cell adhesion molecule L1 (N-CAM-L1) (NCAM-L1) (Nerve-growth factor-inducible large external glycoprotein) (NILE) (CD antigen CD171)	L1cam Caml1	Rattus norvegicus (Rat)	1259
O43561	LAT_HUMAN	reviewed	Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38)	LAT	Homo sapiens (Human)	262
P35952	LDLR_RAT	reviewed	Low-density lipoprotein receptor (LDL receptor)	Ldlr	Rattus norvegicus (Rat)	879
Q5R4I4	LFG2_PONAB	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2)	FAIM2 LFG2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	316
Q1LZ71	LFG2_BOVIN	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2)	FAIM2 LFG2	Bos taurus (Bovine)	316
O88407	LFG2_RAT	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35)	Faim2 Lfg Lfg2 Nmp35	Rattus norvegicus (Rat)	316
Q8K097	LFG2_MOUSE	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35)	Faim2 Kiaa0950 Lfg Lfg2 Nmp35	Mus musculus (Mouse)	317
Q9BWQ8	LFG2_HUMAN	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35) (Transmembrane BAX inhibitor motif-containing protein 2)	FAIM2 KIAA0950 LFG LFG2 NMP35 TMBIM2	Homo sapiens (Human)	316
P98158	LRP2_RAT	reviewed	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	Lrp2	Rattus norvegicus (Rat)	4660
Q14114	LRP8_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2)	LRP8 APOER2	Homo sapiens (Human)	963
O88572	LRP6_MOUSE	reviewed	Low-density lipoprotein receptor-related protein 6 (LRP-6)	Lrp6	Mus musculus (Mouse)	1613
Q00690	LYAM2_MOUSE	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	Sele Elam-1	Mus musculus (Mouse)	612
P27113	LYAM2_RABIT	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	SELE	Oryctolagus cuniculus (Rabbit)	551
P98105	LYAM2_RAT	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	Sele Elam-1	Rattus norvegicus (Rat)	549
P16581	LYAM2_HUMAN	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	SELE ELAM1	Homo sapiens (Human)	610
Q13021	MALL_HUMAN	reviewed	MAL-like protein (Protein BENE)	MALL BENE	Homo sapiens (Human)	153
Q91X49	MALL_MOUSE	reviewed	MAL-like protein (Protein BENE)	Mall Bene	Mus musculus (Mouse)	154
O09198	MAL_MOUSE	reviewed	Myelin and lymphocyte protein (T-lymphocyte maturation-associated protein)	Mal	Mus musculus (Mouse)	153
P21145	MAL_HUMAN	reviewed	Myelin and lymphocyte protein (T-lymphocyte maturation-associated protein)	MAL	Homo sapiens (Human)	153
Q64349	MAL_RAT	reviewed	Myelin and lymphocyte protein (17 kDa myelin vesicular protein) (MVP17) (NS 3) (T-lymphocyte maturation-associated protein)	Mal Mvp17	Rattus norvegicus (Rat)	153
Q8VHK5	MLC1_MOUSE	reviewed	Membrane protein MLC1	Mlc1	Mus musculus (Mouse)	382
Q60HE7	MLC1_MACFA	reviewed	Membrane protein MLC1	MLC1 QflA-15415	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	377
Q15049	MLC1_HUMAN	reviewed	Membrane protein MLC1	MLC1 KIAA0027 WKL1	Homo sapiens (Human)	377
Q9NZM1	MYOF_HUMAN	reviewed	Myoferlin (Fer-1-like protein 3)	MYOF FER1L3 KIAA1207	Homo sapiens (Human)	2061
B3DLH6	MYOF_XENTR	reviewed	Myoferlin (Fer-1-like protein 3)	myof fer1l3	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1929
Q69ZN7	MYOF_MOUSE	reviewed	Myoferlin (Fer-1-like protein 3)	Myof Fer1l3 Kiaa1207	Mus musculus (Mouse)	2048
P48765	NAC1_BOVIN	reviewed	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1	Bos taurus (Bovine)	970
Q99271	NAH1_YEAST	reviewed	Na(+)/H(+) antiporter	NHA1 YLR138W L3149 L9606.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	985
Q8NET5	NFAM1_HUMAN	reviewed	NFAT activation molecule 1 (Calcineurin/NFAT-activating ITAM-containing protein) (NFAT-activating protein with ITAM motif 1)	NFAM1 CNAIP	Homo sapiens (Human)	270
Q8R4V1	NFAM1_MOUSE	reviewed	NFAT activation molecule 1 (Calcineurin/NFAT-activating ITAM-containing protein) (NFAT-activating protein with ITAM motif 1)	Nfam1 Cnaip	Mus musculus (Mouse)	264
O15118	NPC1_HUMAN	reviewed	Niemann-Pick C1 protein	NPC1	Homo sapiens (Human)	1278
O35604	NPC1_MOUSE	reviewed	Niemann-Pick C1 protein	Npc1	Mus musculus (Mouse)	1277
Q9R044	NPHN_RAT	reviewed	Nephrin (Renal glomerulus-specific cell adhesion receptor)	Nphs1 Nphn	Rattus norvegicus (Rat)	1252
Q9QZS7	NPHN_MOUSE	reviewed	Nephrin (Renal glomerulus-specific cell adhesion receptor)	Nphs1 Nphn	Mus musculus (Mouse)	1256
O60500	NPHN_HUMAN	reviewed	Nephrin (Renal glomerulus-specific cell adhesion receptor)	NPHS1 NPHN	Homo sapiens (Human)	1241
Q06495	NPT2A_HUMAN	reviewed	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-3) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)	SLC34A1 NPT2 SLC17A2	Homo sapiens (Human)	639
Q06496	NPT2A_RAT	reviewed	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)	Slc34a1 Slc17a2	Rattus norvegicus (Rat)	637
O70572	NSMA_MOUSE	reviewed	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	Smpd2	Mus musculus (Mouse)	419
Q9ET64	NSMA_RAT	reviewed	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	Smpd2	Rattus norvegicus (Rat)	422
O60906	NSMA_HUMAN	reviewed	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	SMPD2	Homo sapiens (Human)	423
Q9GZY6	NTAL_HUMAN	reviewed	Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein) (Williams-Beuren syndrome chromosomal region 5 protein)	LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046	Homo sapiens (Human)	243
Q9JHL0	NTAL_MOUSE	reviewed	Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein homolog)	Lat2 Lab Ntal Wbscr15 Wbscr5	Mus musculus (Mouse)	203
P79391	OLR1_BOVIN	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (bLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form A; Oxidized low-density lipoprotein receptor 1, soluble form B]	OLR1 LOX1	Bos taurus (Bovine)	270
Q9XTA8	OLR1_RABIT	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 LOX1	Oryctolagus cuniculus (Rabbit)	274
Q9TTK7	OLR1_PIG	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 LOX1	Sus scrofa (Pig)	274
O70156	OLR1_RAT	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	Olr1 Lox1 Oldlr1	Rattus norvegicus (Rat)	364
Q9EQ09	OLR1_MOUSE	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	Olr1 Lox1	Mus musculus (Mouse)	363
P78380	OLR1_HUMAN	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 CLEC8A LOX1	Homo sapiens (Human)	273
P41143	OPRD_HUMAN	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1)	OPRD1 OPRD	Homo sapiens (Human)	372
P32300	OPRD_MOUSE	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1) (K56) (MSL-2)	Oprd1	Mus musculus (Mouse)	372
P33533	OPRD_RAT	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1) (Opioid receptor A)	Oprd1 Ror-a	Rattus norvegicus (Rat)	372
P47824	P2RX1_RAT	reviewed	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor) (RP-2 protein)	P2rx1	Rattus norvegicus (Rat)	399
P51576	P2RX1_MOUSE	reviewed	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor)	P2rx1	Mus musculus (Mouse)	399
Q3UR32	P2RX3_MOUSE	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2rx3	Mus musculus (Mouse)	397
P49654	P2RX3_RAT	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2rx3	Rattus norvegicus (Rat)	397
P56373	P2RX3_HUMAN	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2RX3	Homo sapiens (Human)	397
P51575	P2RX1_HUMAN	reviewed	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor)	P2RX1 P2X1	Homo sapiens (Human)	399
Q9CPV9	P2Y12_MOUSE	reviewed	P2Y purinoceptor 12 (P2Y12)	P2ry12	Mus musculus (Mouse)	347
Q64663	P2RX7_RAT	reviewed	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2rx7	Rattus norvegicus (Rat)	595
Q9Z1M0	P2RX7_MOUSE	reviewed	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2rx7 P2x7	Mus musculus (Mouse)	595
Q9EPX4	P2Y12_RAT	reviewed	P2Y purinoceptor 12 (P2Y12) (P2Y12 platelet ADP receptor)	P2ry12 P2y12	Rattus norvegicus (Rat)	343
Q99572	P2RX7_HUMAN	reviewed	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2RX7	Homo sapiens (Human)	595
Q9H244	P2Y12_HUMAN	reviewed	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	P2RY12 HORK3	Homo sapiens (Human)	342
P41586	PACR_HUMAN	reviewed	Pituitary adenylate cyclase-activating polypeptide type I receptor (PACAP type I receptor) (PACAP-R-1) (PACAP-R1)	ADCYAP1R1	Homo sapiens (Human)	468
P32215	PACR_RAT	reviewed	Pituitary adenylate cyclase-activating polypeptide type I receptor (PACAP type I receptor) (PACAP-R-1) (PACAP-R1)	Adcyap1r1	Rattus norvegicus (Rat)	523
P70205	PACR_MOUSE	reviewed	Pituitary adenylate cyclase-activating polypeptide type I receptor (PACAP type I receptor) (PACAP-R-1) (PACAP-R1)	Adcyap1r1	Mus musculus (Mouse)	496
P30558	PAR1_MOUSE	reviewed	Proteinase-activated receptor 1 (PAR-1) (Thrombin receptor)	F2r Cf2r Par1	Mus musculus (Mouse)	430
Q00991	PAR1_CRILO	reviewed	Proteinase-activated receptor 1 (PAR-1) (Thrombin receptor)	F2R PAR1	Cricetulus longicaudatus (Long-tailed dwarf hamster) (Chinese hamster)	428
A7YY44	PAR1_BOVIN	reviewed	Proteinase-activated receptor 1 (PAR-1) (Thrombin receptor)	F2R PAR1	Bos taurus (Bovine)	427
P25116	PAR1_HUMAN	reviewed	Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor)	F2R CF2R PAR1 TR	Homo sapiens (Human)	425
P26824	PAR1_RAT	reviewed	Proteinase-activated receptor 1 (PAR-1) (Thrombin receptor)	F2r Par1	Rattus norvegicus (Rat)	432
P56488	PAR1_PAPHA	reviewed	Proteinase-activated receptor 1 (PAR-1) (Thrombin receptor)	F2R BTHR12 PAR1	Papio hamadryas (Hamadryas baboon)	425
Q08481	PECA1_MOUSE	reviewed	Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31)	Pecam1 Pecam Pecam-1	Mus musculus (Mouse)	727
Q95242	PECA1_PIG	reviewed	Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31)	PECAM1	Sus scrofa (Pig)	740
Q3SWT0	PECA1_RAT	reviewed	Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31)	Pecam1 Pecam	Rattus norvegicus (Rat)	678
Q9NWQ8	PHAG1_HUMAN	reviewed	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)	PAG1 CBP PAG	Homo sapiens (Human)	432
Q3U1F9	PHAG1_MOUSE	reviewed	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane phosphoprotein Cbp)	Pag1 Cbp Pag	Mus musculus (Mouse)	429
P47987	PLLP_RAT	reviewed	Plasmolipin (Plasma membrane proteolipid)	Pllp Pmlp Tm4sf11	Rattus norvegicus (Rat)	182
Q9DCU2	PLLP_MOUSE	reviewed	Plasmolipin (Plasma membrane proteolipid)	Pllp Plapi Pmlp Tm4sf11	Mus musculus (Mouse)	182
Q9Y342	PLLP_HUMAN	reviewed	Plasmolipin (Plasma membrane proteolipid)	PLLP PMLP TM4SF11	Homo sapiens (Human)	182
O15162	PLS1_HUMAN	reviewed	Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (MmTRA1b)	PLSCR1	Homo sapiens (Human)	318
Q9JJ00	PLS1_MOUSE	reviewed	Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Transplantability-associated protein 1) (NOR1) (TRA1)	Plscr1 Tra1b Tras1	Mus musculus (Mouse)	328
P58195	PLS1_RAT	reviewed	Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1)	Plscr1	Rattus norvegicus (Rat)	335
Q9BX97	PLVAP_HUMAN	reviewed	Plasmalemma vesicle-associated protein (Fenestrated endothelial-linked structure protein) (Plasmalemma vesicle protein 1) (PV-1)	PLVAP FELS PV1	Homo sapiens (Human)	442
