Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q0P3X8	LTOR4_DANRE	reviewed	Ragulator complex protein LAMTOR4 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4)	lamtor4 si:dkey-159a18.7	Danio rerio (Zebrafish) (Brachydanio rerio)	99
Q9VJD2	LTOR3_DROME	reviewed	Ragulator complex protein LAMTOR3 homolog (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3)	CG5110	Drosophila melanogaster (Fruit fly)	124
Q54QW5	LTOR5_DICDI	reviewed	Ragulator complex protein LAMTOR5 homolog (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	DDB_G0283567	Dictyostelium discoideum (Slime mold)	89
Q9UHA4	LTOR3_HUMAN	reviewed	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (MEK-binding partner 1) (Mp1) (Mitogen-activated protein kinase kinase 1-interacting protein 1) (Mitogen-activated protein kinase scaffold protein 1)	LAMTOR3 MAP2K1IP1 MAPKSP1 PRO2783	Homo sapiens (Human)	124
Q4PM15	LTOR5_IXOSC	reviewed	Ragulator complex protein LAMTOR5 homolog (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)		Ixodes scapularis (Black-legged tick) (Deer tick)	91
O88653	LTOR3_MOUSE	reviewed	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (MEK-binding partner 1) (Mp1) (Mitogen-activated protein kinase kinase 1-interacting protein 1) (Mitogen-activated protein kinase scaffold protein 1)	Lamtor3 Map2k1ip1 Mapbp Mapksp1	Mus musculus (Mouse)	124
Q3SZ68	LTOR5_BOVIN	reviewed	Ragulator complex protein LAMTOR5 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	LAMTOR5	Bos taurus (Bovine)	91
A7S6M8	LTOR4_NEMVE	reviewed	Ragulator complex protein LAMTOR4 homolog (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4)	v1g232793	Nematostella vectensis (Starlet sea anemone)	95
Q5R483	LTOR4_PONAB	reviewed	Ragulator complex protein LAMTOR4 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4) [Cleaved into: Ragulator complex protein LAMTOR4, N-terminally processed]	LAMTOR4	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	99
Q5R3Z6	LTOR3_PONAB	reviewed	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3)	LAMTOR3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	124
Q6IRS2	LTOR5_XENLA	reviewed	Ragulator complex protein LAMTOR5 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	lamtor5 hbxip	Xenopus laevis (African clawed frog)	91
A9UMU8	LTOR4_XENTR	reviewed	Ragulator complex protein LAMTOR4 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4)	lamtor4	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	99
Q7T0V2	LTR3A_XENLA	reviewed	Ragulator complex protein LAMTOR3-A (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3-A) (Mitogen-activated protein kinase scaffold protein 1)	lamtor3-a mapksp1	Xenopus laevis (African clawed frog)	123
Q0VGL1	LTOR4_HUMAN	reviewed	Ragulator complex protein LAMTOR4 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4) [Cleaved into: Ragulator complex protein LAMTOR4, N-terminally processed]	LAMTOR4 C7orf59	Homo sapiens (Human)	99
Q66X52	LTOR5_PIG	reviewed	Ragulator complex protein LAMTOR5 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	LAMTOR5	Sus scrofa (Pig)	91
Q7T0T2	LTR3B_XENLA	reviewed	Ragulator complex protein LAMTOR3-B (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3-B) (Mitogen-activated protein kinase scaffold protein 1)	lamtor3-b mapksp1	Xenopus laevis (African clawed frog)	123
Q8CF66	LTOR4_MOUSE	reviewed	Ragulator complex protein LAMTOR4 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4) [Cleaved into: Ragulator complex protein LAMTOR4, N-terminally processed]	Lamtor4	Mus musculus (Mouse)	99
O43504	LTOR5_HUMAN	reviewed	Ragulator complex protein LAMTOR5 (Hepatitis B virus X-interacting protein) (HBV X-interacting protein) (HBX-interacting protein) (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	LAMTOR5 HBXIP XIP	Homo sapiens (Human)	91
Q7ZXB7	LTR2B_XENLA	reviewed	Ragulator complex protein LAMTOR2-B (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 2-B) (Roadblock domain-containing protein 3)	lamtor2-b robld3	Xenopus laevis (African clawed frog)	125
Q9D1L9	LTOR5_MOUSE	reviewed	Ragulator complex protein LAMTOR5 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	Lamtor5 Hbxip Xip	Mus musculus (Mouse)	91
Q63ZJ2	LTR2A_XENLA	reviewed	Ragulator complex protein LAMTOR2-A (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 2-A) (Roadblock domain-containing protein 3)	lamtor2-a robld3	Xenopus laevis (African clawed frog)	125
A9UL91	LTOR5_XENTR	reviewed	Ragulator complex protein LAMTOR5 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	lamtor5 hbxip	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	91
B4F6Y3	LTOR3_XENTR	reviewed	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (Mitogen-activated protein kinase scaffold protein 1)	lamtor3 mapksp1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	124
Q6Y228	LTOR3_PAGMA	reviewed	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3)	lamtor3	Pagrus major (Red sea bream) (Chrysophrys major)	124
Q2M2U3	LTOR4_BOVIN	reviewed	Ragulator complex protein LAMTOR4 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4) [Cleaved into: Ragulator complex protein LAMTOR4, N-terminally processed]	LAMTOR4	Bos taurus (Bovine)	99
A7RT29	LTOR5_NEMVE	reviewed	Ragulator complex protein LAMTOR5 homolog (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5)	v1g226489	Nematostella vectensis (Starlet sea anemone)	91
Q9VZL6	LTOR4_DROME	reviewed	Ragulator complex protein LAMTOR4 homolog (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4)	CG14977	Drosophila melanogaster (Fruit fly)	120
Q00690	LYAM2_MOUSE	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	Sele Elam-1	Mus musculus (Mouse)	612
P27113	LYAM2_RABIT	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	SELE	Oryctolagus cuniculus (Rabbit)	551
P98105	LYAM2_RAT	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	Sele Elam-1	Rattus norvegicus (Rat)	549
P16581	LYAM2_HUMAN	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	SELE ELAM1	Homo sapiens (Human)	610
P25911	LYN_MOUSE	reviewed	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	Lyn	Mus musculus (Mouse)	512
P07948	LYN_HUMAN	reviewed	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	LYN JTK8	Homo sapiens (Human)	512
Q07014	LYN_RAT	reviewed	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	Lyn	Rattus norvegicus (Rat)	512
Q13021	MALL_HUMAN	reviewed	MAL-like protein (Protein BENE)	MALL BENE	Homo sapiens (Human)	153
Q91X49	MALL_MOUSE	reviewed	MAL-like protein (Protein BENE)	Mall Bene	Mus musculus (Mouse)	154
O09198	MAL_MOUSE	reviewed	Myelin and lymphocyte protein (T-lymphocyte maturation-associated protein)	Mal	Mus musculus (Mouse)	153
P21145	MAL_HUMAN	reviewed	Myelin and lymphocyte protein (T-lymphocyte maturation-associated protein)	MAL	Homo sapiens (Human)	153
Q64349	MAL_RAT	reviewed	Myelin and lymphocyte protein (17 kDa myelin vesicular protein) (MVP17) (NS 3) (T-lymphocyte maturation-associated protein)	Mal Mvp17	Rattus norvegicus (Rat)	153
Q02205	MEH1_YEAST	reviewed	Protein MEH1 (EGO complex subunit 1) (GSE complex subunit 2)	MEH1 EGO1 GSE2 YKR007W YK106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	184
Q63648	MERL_RAT	reviewed	Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomin) (Fragment)	Nf2	Rattus norvegicus (Rat)	586
Q63844	MK03_MOUSE	reviewed	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	Mapk3 Erk1 Prkm3	Mus musculus (Mouse)	380
P21708	MK03_RAT	reviewed	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (MNK1) (Microtubule-associated protein 2 kinase) (p44-ERK1)	Mapk3 Erk1 Prkm3	Rattus norvegicus (Rat)	380
P63086	MK01_RAT	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	Mapk1 Erk2 Mapk Prkm1	Rattus norvegicus (Rat)	358
P63085	MK01_MOUSE	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	Mapk1 Erk2 Mapk Prkm1	Mus musculus (Mouse)	358
P28482	MK01_HUMAN	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	MAPK1 ERK2 PRKM1 PRKM2	Homo sapiens (Human)	360
P27361	MK03_HUMAN	reviewed	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	Homo sapiens (Human)	379
Q8VHK5	MLC1_MOUSE	reviewed	Membrane protein MLC1	Mlc1	Mus musculus (Mouse)	382
Q60HE7	MLC1_MACFA	reviewed	Membrane protein MLC1	MLC1 QflA-15415	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	377
Q15049	MLC1_HUMAN	reviewed	Membrane protein MLC1	MLC1 KIAA0027 WKL1	Homo sapiens (Human)	377
Q9HD47	MOG1_HUMAN	reviewed	Ran guanine nucleotide release factor (RanGNRF) (Ran-binding protein MOG1)	RANGRF MOG1 RANGNRF HSPC165 HSPC236 MDS5	Homo sapiens (Human)	186
Q62774	MYO1A_RAT	reviewed	Unconventional myosin-Ia (Brush border myosin I) (BBM-I) (BBMI) (Myosin I heavy chain) (MIHC) (Fragment)	Myo1a Bbmi Myhl	Rattus norvegicus (Rat)	842
Q27966	MYO1C_BOVIN	reviewed	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	MYO1C	Bos taurus (Bovine)	1063
O00159	MYO1C_HUMAN	reviewed	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	MYO1C	Homo sapiens (Human)	1063
Q9WTI7	MYO1C_MOUSE	reviewed	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	Myo1c	Mus musculus (Mouse)	1063
Q9Y7Z8	MYO1_SCHPO	reviewed	Myosin-1 (Class I unconventional myosin) (Type I myosin)	myo1 SPBC146.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1217
Q63355	MYO1C_RAT	reviewed	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb) (Myosin heavy chain myr 2)	Myo1c Myr2	Rattus norvegicus (Rat)	1044
Q9NZM1	MYOF_HUMAN	reviewed	Myoferlin (Fer-1-like protein 3)	MYOF FER1L3 KIAA1207	Homo sapiens (Human)	2061
B3DLH6	MYOF_XENTR	reviewed	Myoferlin (Fer-1-like protein 3)	myof fer1l3	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1929
Q69ZN7	MYOF_MOUSE	reviewed	Myoferlin (Fer-1-like protein 3)	Myof Fer1l3 Kiaa1207	Mus musculus (Mouse)	2048
P48765	NAC1_BOVIN	reviewed	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1	Bos taurus (Bovine)	970
Q99271	NAH1_YEAST	reviewed	Na(+)/H(+) antiporter	NHA1 YLR138W L3149 L9606.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	985
Q62940	NEDD4_RAT	reviewed	E3 ubiquitin-protein ligase NEDD4 (EC 6.3.2.-)	Nedd4 Nedd4a	Rattus norvegicus (Rat)	887
Q8NET5	NFAM1_HUMAN	reviewed	NFAT activation molecule 1 (Calcineurin/NFAT-activating ITAM-containing protein) (NFAT-activating protein with ITAM motif 1)	NFAM1 CNAIP	Homo sapiens (Human)	270
Q8R4V1	NFAM1_MOUSE	reviewed	NFAT activation molecule 1 (Calcineurin/NFAT-activating ITAM-containing protein) (NFAT-activating protein with ITAM motif 1)	Nfam1 Cnaip	Mus musculus (Mouse)	264
Q5T2W1	NHRF3_HUMAN	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)	PDZK1 CAP70 NHERF3 PDZD1	Homo sapiens (Human)	519
Q9JIL4	NHRF3_MOUSE	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)	Pdzk1 Cap70 Nherf3	Mus musculus (Mouse)	519
P70441	NHRF1_MOUSE	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	Slc9a3r1 Nherf Nherf1	Mus musculus (Mouse)	355
Q9JJ19	NHRF1_RAT	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	Slc9a3r1 Nherf Nherf1	Rattus norvegicus (Rat)	356
O14745	NHRF1_HUMAN	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	SLC9A3R1 NHERF NHERF1	Homo sapiens (Human)	358
Q9JJ40	NHRF3_RAT	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (C-terminal-linking and modulating protein) (Dietary Pi-regulated RNA-1) (Diphor-1) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)	Pdzk1 Clamp Diphor1 Nherf3	Rattus norvegicus (Rat)	523
Q9Z0J4	NOS1_MOUSE	reviewed	Nitric oxide synthase, brain (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Peptidyl-cysteine S-nitrosylase NOS1) (bNOS)	Nos1	Mus musculus (Mouse)	1429
P97270	NOS3_CAVPO	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII) (Fragment)	NOS3 ENOS	Cavia porcellus (Guinea pig)	100
Q9TUX8	NOS3_CANFA	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)	NOS3 NOS	Canis familiaris (Dog) (Canis lupus familiaris)	1205
P29473	NOS3_BOVIN	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)	NOS3	Bos taurus (Bovine)	1205
P29474	NOS3_HUMAN	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)	NOS3	Homo sapiens (Human)	1203
Q28969	NOS3_PIG	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)	NOS3 NOS	Sus scrofa (Pig)	1205
Q62600	NOS3_RAT	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)	Nos3	Rattus norvegicus (Rat)	1202
P79209	NOS3_SHEEP	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII) (Fragment)	NOS3 ENOS	Ovis aries (Sheep)	99
P70313	NOS3_MOUSE	reviewed	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)	Nos3 Ecnos	Mus musculus (Mouse)	1202
O15118	NPC1_HUMAN	reviewed	Niemann-Pick C1 protein	NPC1	Homo sapiens (Human)	1278
O35604	NPC1_MOUSE	reviewed	Niemann-Pick C1 protein	Npc1	Mus musculus (Mouse)	1277
Q9R044	NPHN_RAT	reviewed	Nephrin (Renal glomerulus-specific cell adhesion receptor)	Nphs1 Nphn	Rattus norvegicus (Rat)	1252
Q9QZS7	NPHN_MOUSE	reviewed	Nephrin (Renal glomerulus-specific cell adhesion receptor)	Nphs1 Nphn	Mus musculus (Mouse)	1256
O60500	NPHN_HUMAN	reviewed	Nephrin (Renal glomerulus-specific cell adhesion receptor)	NPHS1 NPHN	Homo sapiens (Human)	1241
Q06495	NPT2A_HUMAN	reviewed	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-3) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)	SLC34A1 NPT2 SLC17A2	Homo sapiens (Human)	639
Q06496	NPT2A_RAT	reviewed	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)	Slc34a1 Slc17a2	Rattus norvegicus (Rat)	637
O70572	NSMA_MOUSE	reviewed	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	Smpd2	Mus musculus (Mouse)	419
Q9ET64	NSMA_RAT	reviewed	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	Smpd2	Rattus norvegicus (Rat)	422
O60906	NSMA_HUMAN	reviewed	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	SMPD2	Homo sapiens (Human)	423
Q9GZY6	NTAL_HUMAN	reviewed	Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein) (Williams-Beuren syndrome chromosomal region 5 protein)	LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046	Homo sapiens (Human)	243
Q9JHL0	NTAL_MOUSE	reviewed	Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein homolog)	Lat2 Lab Ntal Wbscr15 Wbscr5	Mus musculus (Mouse)	203
P79391	OLR1_BOVIN	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (bLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form A; Oxidized low-density lipoprotein receptor 1, soluble form B]	OLR1 LOX1	Bos taurus (Bovine)	270
Q9XTA8	OLR1_RABIT	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 LOX1	Oryctolagus cuniculus (Rabbit)	274
Q9TTK7	OLR1_PIG	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 LOX1	Sus scrofa (Pig)	274
O70156	OLR1_RAT	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	Olr1 Lox1 Oldlr1	Rattus norvegicus (Rat)	364
Q9EQ09	OLR1_MOUSE	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	Olr1 Lox1	Mus musculus (Mouse)	363
P78380	OLR1_HUMAN	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 CLEC8A LOX1	Homo sapiens (Human)	273
P41143	OPRD_HUMAN	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1)	OPRD1 OPRD	Homo sapiens (Human)	372
P32300	OPRD_MOUSE	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1) (K56) (MSL-2)	Oprd1	Mus musculus (Mouse)	372
P33533	OPRD_RAT	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1) (Opioid receptor A)	Oprd1 Ror-a	Rattus norvegicus (Rat)	372
P47824	P2RX1_RAT	reviewed	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor) (RP-2 protein)	P2rx1	Rattus norvegicus (Rat)	399
P51576	P2RX1_MOUSE	reviewed	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor)	P2rx1	Mus musculus (Mouse)	399
Q3UR32	P2RX3_MOUSE	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2rx3	Mus musculus (Mouse)	397
P49654	P2RX3_RAT	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2rx3	Rattus norvegicus (Rat)	397
P56373	P2RX3_HUMAN	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2RX3	Homo sapiens (Human)	397
P51575	P2RX1_HUMAN	reviewed	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor)	P2RX1 P2X1	Homo sapiens (Human)	399
Q9CPV9	P2Y12_MOUSE	reviewed	P2Y purinoceptor 12 (P2Y12)	P2ry12	Mus musculus (Mouse)	347
Q64663	P2RX7_RAT	reviewed	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2rx7	Rattus norvegicus (Rat)	595
Q9Z1M0	P2RX7_MOUSE	reviewed	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2rx7 P2x7	Mus musculus (Mouse)	595
Q9EPX4	P2Y12_RAT	reviewed	P2Y purinoceptor 12 (P2Y12) (P2Y12 platelet ADP receptor)	P2ry12 P2y12	Rattus norvegicus (Rat)	343
Q99572	P2RX7_HUMAN	reviewed	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2RX7	Homo sapiens (Human)	595
Q9H244	P2Y12_HUMAN	reviewed	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	P2RY12 HORK3	Homo sapiens (Human)	342
