DB	ID	Symbol	Qualifier	GO ID	GO Name	Aspect	Evidence	Reference	With	Taxon	Date	Source	Splice
UniProtKB	G1N410	TRPC1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000057640	9103	20140315	Ensembl	-
UniProtKB	G1N482	PTCH1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000332353	9103	20140315	Ensembl	-
UniProtKB	G1N572	CDH13	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000268613	9103	20140315	Ensembl	-
UniProtKB	G1N5N3	LRRK2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000052584	9103	20140315	Ensembl	-
UniProtKB	G1N5N7	MAL	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000310880	9103	20140315	Ensembl	-
UniProtKB	G1N6S3	ABCA1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000363868	9103	20140315	Ensembl	-
UniProtKB	G1N6Z8	LOC100543427	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000079664	9103	20140315	Ensembl	-
UniProtKB	G1N774	STOM	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000286713	9103	20140315	Ensembl	-
UniProtKB	G1N7R6	HPSE	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000044072	9103	20140315	Ensembl	-
UniProtKB	G1N7Y4	BMPR2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000363708	9103	20140315	Ensembl	-
UniProtKB	G1N8D3	FAS	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000347979	9103	20140315	Ensembl	-
UniProtKB	G1N963	TEK	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000369375	9103	20140315	Ensembl	-
UniProtKB	G1N9S0	BCL10	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029842	9103	20140315	Ensembl	-
UniProtKB	G1N9U4	CAV1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	9103	20140315	UniProt	-
UniProtKB	G1N9U4	CAV1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000007799	9103	20140315	Ensembl	-
UniProtKB	G1N9U4	CAV1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000339191	9103	20140315	Ensembl	-
UniProtKB	G1N9U8	MYOF	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000045036	9103	20140315	Ensembl	-
UniProtKB	G1N9V7	PIKFYVE	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000264380	9103	20140315	Ensembl	-
UniProtKB	G1NB26	BTK	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000308176	9103	20140315	Ensembl	-
UniProtKB	G1NCC3	GHSR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000241256	9103	20140315	Ensembl	-
UniProtKB	G1NCJ9	CAV3	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000074922	9103	20140315	Ensembl	-
UniProtKB	G1NCJ9	CAV3	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	9103	20140315	UniProt	-
UniProtKB	G1NCJ9	CAV3	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000074922	9103	20140315	Ensembl	-
UniProtKB	G1NCL6	NPC1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000025279	9103	20140315	Ensembl	-
UniProtKB	G1ND39	RHOQ	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000024956	9103	20140315	Ensembl	-
UniProtKB	G1ND67	GRIP1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000123234	9103	20140315	Ensembl	-
UniProtKB	G1NEG4	RFTN1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000334153	9103	20140315	Ensembl	-
UniProtKB	G1NEP9	RAB5A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000017975	9103	20140315	Ensembl	-
UniProtKB	G1NF73	TGFBR2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000351905	9103	20140315	Ensembl	-
UniProtKB	G1NF76	FAIM2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000023750	9103	20140315	Ensembl	-
UniProtKB	G1NFF9	LAMTOR3	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000424183	9103	20140315	Ensembl	-
UniProtKB	G1NFK8	LRP8	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000303634	9103	20140315	Ensembl	-
UniProtKB	G1NFW1	SULF1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000260128	9103	20140315	Ensembl	-
UniProtKB	G1NGH9	PAG1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000220597	9103	20140315	Ensembl	-
UniProtKB	G1NGI4	DLC1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000276297	9103	20140315	Ensembl	-
UniProtKB	G1NGX1	KDR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000263923	9103	20140315	Ensembl	-
UniProtKB	G1NHK7	NFAM1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000105129	9103	20140315	Ensembl	-
UniProtKB	G1NIB9	EGFR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000275493	9103	20140315	Ensembl	-
UniProtKB	G1NIE7	ANGPT1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000428340	9103	20140315	Ensembl	-
UniProtKB	G1NJF2	FLOT2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	9103	20140315	Ensembl	-
UniProtKB	G1NJF2	FLOT2	-	GO:0016600	flotillin complex	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	9103	20140315	Ensembl	-
UniProtKB	G1NJF2	FLOT2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	9103	20140315	Ensembl	-
UniProtKB	G1NL56	CACNA1C	-	GO:0002095	caveolar macromolecular signaling complex	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000108413	9103	20140315	Ensembl	-
UniProtKB	G1NLV8	PACSIN2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000130098	9103	20140315	Ensembl	-
UniProtKB	G1NM61	LRP6	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000261349	9103	20140315	Ensembl	-
UniProtKB	G1NMJ9	ADAM17	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000309968	9103	20140315	Ensembl	-
UniProtKB	G1NMU4	CD4	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000024044	9103	20140315	Ensembl	-
UniProtKB	G1NN77	TNFRSF1A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000032491	9103	20140315	Ensembl	-
UniProtKB	G1NNS6	CXADR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000284878	9103	20140315	Ensembl	-
UniProtKB	G1NP65	LOC100546390	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000109633	9103	20140315	Ensembl	-
UniProtKB	G1NQ85	STOML3	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029307	9103	20140315	Ensembl	-
UniProtKB	G1NQ90	TRPC4	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029311	9103	20140315	Ensembl	-
UniProtKB	G1NQ90	TRPC4	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029311	9103	20140315	Ensembl	-
UniProtKB	G1NS02	IRS1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000304895	9103	20140315	Ensembl	-
UniProtKB	G1NSB2	GHSR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000241256	59463	20140315	Ensembl	-
UniProtKB	G1NSG8	STOM	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000286713	59463	20140315	Ensembl	-
UniProtKB	G1NSL6	STX12	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000363054	59463	20140315	Ensembl	-
UniProtKB	G1NST8	TRPC4	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029311	59463	20140315	Ensembl	-
UniProtKB	G1NST8	TRPC4	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029311	59463	20140315	Ensembl	-
UniProtKB	G1NUD5	PIKFYVE	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000264380	59463	20140315	Ensembl	-
UniProtKB	G1NUH9	SMO	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000249373	59463	20140315	Ensembl	-
UniProtKB	G1NUI8	RFTN1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000334153	59463	20140315	Ensembl	-
UniProtKB	G1NVW5	RHOQ	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000024956	59463	20140315	Ensembl	-
UniProtKB	G1NWE8	MYO1C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000352834	59463	20140315	Ensembl	-
UniProtKB	G1NXY9	HYAL2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000010191	59463	20140315	Ensembl	-
UniProtKB	G1NXY9	HYAL2	-	GO:0045121	membrane raft	Component	ISS	GO_REF:0000024	UniProtKB:Q12891	59463	20120222	UniProt	-
UniProtKB	G1NY76	ANGPT1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000428340	59463	20140315	Ensembl	-
UniProtKB	G1NYF4	SCARB1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000083242	59463	20140315	Ensembl	-
UniProtKB	G1NZ38	CARD11	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000380150	59463	20140315	Ensembl	-
UniProtKB	G1NZI8	CD14	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000056669	59463	20140315	Ensembl	-
UniProtKB	G1NZM3	PTGIS	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000244043	59463	20140315	Ensembl	-
UniProtKB	G1NZM3	PTGIS	-	GO:0005901	caveola	Component	ISS	GO_REF:0000024	UniProtKB:Q16647	59463	20120221	UniProt	-
UniProtKB	G1NZY6	KIF18A	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000263181	59463	20140315	Ensembl	-
UniProtKB	G1P0N3	RANGRF	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000226105	59463	20140315	Ensembl	-
UniProtKB	G1P1C9	TNF	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000025263	59463	20140315	Ensembl	-
UniProtKB	G1P1C9	TNF	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000398698	59463	20140315	Ensembl	-
UniProtKB	G1P273	BTK	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000308176	59463	20140315	Ensembl	-
UniProtKB	G1P2S0	GPC1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000047199	59463	20140315	Ensembl	-
UniProtKB	G1P2U3	PACSIN2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000130098	59463	20140315	Ensembl	-
UniProtKB	G1P5B5	EGFR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000275493	59463	20140315	Ensembl	-
UniProtKB	G1P5F2	KCNMA1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000385806	59463	20140315	Ensembl	-
UniProtKB	G1P5W2	DAG1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000130626	59463	20140315	Ensembl	-
UniProtKB	G1P6C4	CD79A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000003469	59463	20140315	Ensembl	-
UniProtKB	G1P6E7	STOML2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000348886	59463	20140315	Ensembl	-
UniProtKB	G1P6X5	CBL	-	GO:0016600	flotillin complex	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000041902	59463	20140315	Ensembl	-
UniProtKB	G1P7S7	LAMTOR3	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000424183	59463	20140315	Ensembl	-
UniProtKB	G1P8K0	NPC1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000025279	59463	20140315	Ensembl	-
UniProtKB	G1P8Q6	LAMTOR5	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000256644	59463	20140315	Ensembl	-
UniProtKB	G1P963	MALL	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000272462	59463	20140315	Ensembl	-
UniProtKB	G1P9N4	CDH13	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000268613	59463	20140315	Ensembl	-
UniProtKB	G1PB78	DLG1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000064280	59463	20140315	Ensembl	-
UniProtKB	G1PBS9	SELE	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000331736	59463	20140315	Ensembl	-
UniProtKB	G1PBS9	SELE	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000331736	59463	20140315	Ensembl	-
UniProtKB	G1PCY1	HDAC6	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000334061	59463	20140315	Ensembl	-
UniProtKB	G1PDK4	LRRK2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000052584	59463	20140315	Ensembl	-
UniProtKB	G1PDN9	TEK	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000369375	59463	20140315	Ensembl	-
UniProtKB	G1PEP8	FAIM2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000023750	59463	20140315	Ensembl	-
UniProtKB	G1PEW7	BMPR1A	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000361107	59463	20140315	Ensembl	-
UniProtKB	G1PFH4	ABCA1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000363868	59463	20140315	Ensembl	-
UniProtKB	G1PGH7	ADAM17	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000309968	59463	20140315	Ensembl	-
UniProtKB	G1PGJ1	PPP2R1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000311344	59463	20140315	Ensembl	-
UniProtKB	G1PGN5	LRP6	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000261349	59463	20140315	Ensembl	-
UniProtKB	G1PHQ1	SULF1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000260128	59463	20140315	Ensembl	-
UniProtKB	G1PHQ1	SULF1	-	GO:0045121	membrane raft	Component	ISS	GO_REF:0000024	UniProtKB:Q8IWU6	59463	20111206	UniProt	-
UniProtKB	G1PIQ7	PPT1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000394863	59463	20140315	Ensembl	-
UniProtKB	G1PIT7	ARID3A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000263620	59463	20140315	Ensembl	-
UniProtKB	G1PIW0	RAB5A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000017975	59463	20140315	Ensembl	-
UniProtKB	G1PK63	CLIP3	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000353732	59463	20140315	Ensembl	-
UniProtKB	G1PKD4	EFNB1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000050716	59463	20140315	Ensembl	-
UniProtKB	G1PKD6	-	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000079664	59463	20140315	Ensembl	-
UniProtKB	G1PKT8	TDGF1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000296145	59463	20140315	Ensembl	-
UniProtKB	G1PL47	HK1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000111946	59463	20140315	Ensembl	-
UniProtKB	G1PL96	JAK2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000064394	59463	20140315	Ensembl	-
UniProtKB	G1PL96	JAK2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000064394	59463	20140315	Ensembl	-
UniProtKB	G1PLV3	CXADR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000284878	59463	20140315	Ensembl	-
UniProtKB	G1PLW4	DLC1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000276297	59463	20140315	Ensembl	-
UniProtKB	G1PLY7	EPHB1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000035129	59463	20140315	Ensembl	-
UniProtKB	G1PMX7	FLOT2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	59463	20140315	Ensembl	-
UniProtKB	G1PMX7	FLOT2	-	GO:0016600	flotillin complex	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	59463	20140315	Ensembl	-
UniProtKB	G1PMX7	FLOT2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000072136	59463	20140315	Ensembl	-
UniProtKB	G1PNH9	KDR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000263923	59463	20140315	Ensembl	-
UniProtKB	G1PNP3	INSR	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000088837	59463	20140315	Ensembl	-
UniProtKB	G1PNP3	INSR	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000303830	59463	20140315	Ensembl	-
UniProtKB	G1PPB9	LAMTOR1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000002	InterPro:IPR028209	59463	20140315	InterPro	-
UniProtKB	G1PPB9	LAMTOR1	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000002	InterPro:IPR028209	59463	20140315	InterPro	-
UniProtKB	G1PPB9	LAMTOR1	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000278671	59463	20140315	Ensembl	-
UniProtKB	G1PPG7	CACNA1C	-	GO:0002095	caveolar macromolecular signaling complex	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000108413	59463	20140315	Ensembl	-
UniProtKB	G1PPJ4	CD48	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000357025	59463	20140315	Ensembl	-
UniProtKB	G1PPK7	NPHS2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000356587	59463	20140315	Ensembl	-
UniProtKB	G1PPP2	TNFRSF1A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000032491	59463	20140315	Ensembl	-
UniProtKB	G1PQ91	TRPC1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000057640	59463	20140315	Ensembl	-
UniProtKB	G1PQK0	NOS3	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000297494	59463	20140315	Ensembl	-
UniProtKB	G1PQS5	BMPR2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000363708	59463	20140315	Ensembl	-
UniProtKB	G1PRY3	HPSE	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000044072	59463	20140315	Ensembl	-
UniProtKB	G1PSJ5	FAS	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000347979	59463	20140315	Ensembl	-
UniProtKB	G1PT17	TNR	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000107298	59463	20140315	Ensembl	-
UniProtKB	G1PT34	THY1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000110489	59463	20140315	Ensembl	-
UniProtKB	G1PU63	PTCH1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000332353	59463	20140315	Ensembl	-
UniProtKB	G1PUJ4	MYOF	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000045036	59463	20140315	Ensembl	-
UniProtKB	G1PUM4	CDH15	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000034443	59463	20140315	Ensembl	-
UniProtKB	G1PVS7	BCL10	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000029842	59463	20140315	Ensembl	-
UniProtKB	G1PWA4	GRIP1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000123234	59463	20140315	Ensembl	-
UniProtKB	G1PWU8	LAMTOR4	-	GO:0071986	Ragulator complex	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000343118	59463	20140315	Ensembl	-
UniProtKB	G1PX13	TGFBR2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000351905	59463	20140315	Ensembl	-
UniProtKB	G1PXA7	TNFRSF1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000030336	59463	20140315	Ensembl	-
UniProtKB	G1PXA7	TNFRSF1B	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000365435	59463	20140315	Ensembl	-
UniProtKB	G1PXF7	CAV2	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	59463	20140315	UniProt	-
UniProtKB	G1PXF7	CAV2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000222693	59463	20140315	Ensembl	-
UniProtKB	G1PYH7	PTRF	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000349541	59463	20140315	Ensembl	-
UniProtKB	G1PZK5	PAG1	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000220597	59463	20140315	Ensembl	-
UniProtKB	G1Q064	LAT2	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000420494	59463	20140315	Ensembl	-
UniProtKB	G1Q0E5	PI4K2A	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000359665	59463	20140315	Ensembl	-
UniProtKB	G1Q0I2	SRC	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000362680	59463	20140315	Ensembl	-
UniProtKB	G1Q4Y9	CAV3	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000074922	59463	20140315	Ensembl	-
UniProtKB	G1Q4Y9	CAV3	-	GO:0005901	caveola	Component	IEA	GO_REF:0000040	UniProtKB-SubCell:SL-0035	59463	20140315	UniProt	-
UniProtKB	G1Q4Y9	CAV3	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000074922	59463	20140315	Ensembl	-
UniProtKB	G1Q7F2	IRS1	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000304895	59463	20140315	Ensembl	-
UniProtKB	G1QAX4	CD4	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000024044	59463	20140315	Ensembl	-
UniProtKB	G1QB36	CD36	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000131832	59463	20140315	Ensembl	-
UniProtKB	G1QBJ5	KCNA5	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000252321	59463	20140315	Ensembl	-
UniProtKB	G1QCM2	ARID3C	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000368189	59463	20140315	Ensembl	-
UniProtKB	G1QDM8	CD55	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000316333	59463	20140315	Ensembl	-
UniProtKB	G1QDT4	F2R	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000321326	59463	20140315	Ensembl	-
UniProtKB	G1QEY6	SHH	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000002708	59463	20140315	Ensembl	-
UniProtKB	G1QFW0	SGCA	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSMUSP00000099451	59463	20140315	Ensembl	-
UniProtKB	G1QG33	LRP8	-	GO:0005901	caveola	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000303634	59463	20140315	Ensembl	-
UniProtKB	G1QGH4	LOC100588479	-	GO:0045121	membrane raft	Component	IEA	GO_REF:0000019	Ensembl:ENSP00000310880	61853	20140315	Ensembl	-
UniProtKB	G1QHQ9	LOC100579234	-	GO:0005901	caveola	Component	ISS	GO_REF:0000024	UniProtKB:D4ABB2	61853	20120910	UniProt	-
UniProtKB	G1QHQ9	LOC100579234	-	GO:0045121	membrane raft	Component	ISS	GO_REF:0000024	UniProtKB:D4ABB2	61853	20111216	UniProt	-
